,Survived,Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Sex_female,Embarked_C,Embarked_Q
437,1,4.0,0,2,81.8583,1,0,0,0,0
438,1,13.0,0,1,19.5,0,1,1,0,0
439,1,34.0,0,0,26.55,1,0,0,0,0
440,1,5.0,2,1,19.2583,0,0,1,1,0
441,1,52.0,0,0,30.5,1,0,0,0,0
442,0,36.0,1,2,27.75,0,1,0,0,0
443,0,25.0,1,0,19.9667,0,0,0,0,0
444,0,30.0,0,0,27.75,1,0,0,1,0
445,1,49.0,1,0,89.1042,1,0,0,1,0
446,0,25.0,0,0,8.05,0,0,0,0,0
447,1,29.0,0,0,7.8958,0,0,0,1,0
448,0,65.0,0,0,26.55,1,0,0,0,0
449,1,35.0,1,0,51.8625,1,0,1,0,0
450,1,50.0,0,0,10.5,0,1,1,0,0
451,0,25.0,0,0,7.75,0,0,0,0,1
452,1,48.0,0,0,26.55,1,0,0,0,0
453,0,34.0,0,0,8.05,0,0,0,0,0
454,0,47.0,0,0,38.5,1,0,0,0,0
455,0,48.0,0,0,13.0,0,1,0,0,0
456,0,25.0,0,0,8.05,0,0,0,0,0
457,0,38.0,0,0,7.05,0,0,0,0,0
458,0,56.0,0,0,26.55,1,0,0,0,0
459,0,25.0,0,0,7.725,0,0,0,0,1
460,1,0.75,2,1,19.2583,0,0,1,1,0
461,0,25.0,0,0,7.25,0,0,0,0,0
462,0,38.0,0,0,8.6625,0,0,0,0,0
463,1,33.0,1,2,27.75,0,1,1,0,0
464,1,23.0,0,0,13.7917,0,1,1,1,0
465,0,22.0,0,0,9.8375,0,0,1,0,0
466,0,42.0,0,0,52.0,1,0,0,0,0
467,0,34.0,1,0,21.0,0,1,0,0,0
468,0,29.0,1,0,7.0458,0,0,0,0,0
469,0,22.0,0,0,7.5208,0,0,0,0,0
470,1,2.0,0,1,12.2875,0,0,1,0,0
471,0,9.0,5,2,46.9,0,0,0,0,0
472,0,50.0,0,0,8.05,0,0,0,0,0
473,1,63.0,0,0,9.5875,0,0,1,0,0
474,1,25.0,1,0,91.0792,1,0,0,1,0
475,0,21.5,3,1,25.4667,0,0,1,0,0
476,1,35.0,1,0,90.0,1,0,1,0,0
477,0,58.0,0,0,29.7,1,0,0,1,0
478,0,30.0,0,0,8.05,0,0,0,0,0
479,1,9.0,1,1,15.9,0,0,0,0,0
480,0,25.0,1,0,19.9667,0,0,0,0,0
481,0,21.0,0,0,7.25,0,0,0,0,0
482,0,55.0,0,0,30.5,1,0,0,0,0
483,0,71.0,0,0,49.5042,1,0,0,1,0
484,0,21.0,0,0,8.05,0,0,0,0,0
485,0,25.0,0,0,14.4583,0,0,0,1,0
486,1,54.0,1,0,78.2667,1,0,1,1,0
487,0,25.0,0,0,15.1,0,0,0,0,0
488,0,25.0,1,2,151.55,1,0,1,0,0
489,0,24.0,0,0,7.7958,0,0,0,0,0
490,0,17.0,0,0,8.6625,0,0,0,0,0
491,0,21.0,0,0,7.75,0,0,1,0,1
492,0,21.5,0,0,7.6292,0,0,1,0,1
493,0,37.0,0,0,9.5875,0,0,1,0,0
494,1,16.0,0,0,86.5,1,0,1,0,0
495,0,18.0,1,0,108.9,1,0,0,1,0
496,1,33.0,0,2,26.0,0,1,1,0,0
497,1,42.0,0,0,26.55,1,0,0,0,0
498,0,28.0,0,0,22.525,0,0,0,0,0
499,1,26.0,0,0,56.4958,0,0,0,0,0
500,1,29.0,0,0,7.75,0,0,0,0,1
501,0,25.0,0,0,8.05,0,0,0,0,0
502,1,36.0,0,0,26.2875,1,0,0,0,0
503,1,54.0,1,0,59.4,1,0,1,1,0
504,0,24.0,0,0,7.4958,0,0,0,0,0
505,0,47.0,0,0,34.0208,1,0,0,0,0
506,1,34.0,0,0,10.5,0,1,1,0,0
507,0,25.0,0,0,24.15,0,0,0,0,1
508,1,36.0,1,0,26.0,0,1,1,0,0
509,0,32.0,0,0,7.8958,0,0,0,0,0
510,1,30.0,0,0,93.5,1,0,1,0,0
511,0,22.0,0,0,7.8958,0,0,0,0,0
512,0,25.0,0,0,7.225,0,0,0,1,0
513,1,44.0,0,1,57.9792,1,0,1,1,0
514,0,25.0,0,0,7.2292,0,0,0,1,0
515,0,40.5,0,0,7.75,0,0,0,0,1
516,1,50.0,0,0,10.5,0,1,1,0,0
517,0,42.0,0,0,221.7792,1,0,0,0,0
518,0,39.0,0,0,7.925,0,0,0,0,0
519,0,23.0,2,1,11.5,0,1,0,0,0
520,1,2.0,1,1,26.0,0,1,1,0,0
521,0,25.0,0,0,7.2292,0,0,0,1,0
522,0,17.0,1,1,7.2292,0,0,0,1,0
523,1,21.5,0,2,22.3583,0,0,1,1,0
524,0,30.0,0,0,8.6625,0,0,1,0,0
525,1,7.0,0,2,26.25,0,1,1,0,0
526,0,45.0,0,0,26.55,1,0,0,0,0
527,1,30.0,0,0,106.425,1,0,1,1,0
528,0,25.0,0,0,14.5,0,0,0,0,0
529,1,22.0,0,2,49.5,1,0,1,1,0
530,1,36.0,0,2,71.0,1,0,1,0,0
531,0,9.0,4,2,31.275,0,0,1,0,0
532,0,11.0,4,2,31.275,0,0,1,0,0
533,1,32.0,1,0,26.0,0,1,0,0,0
534,0,50.0,1,0,106.425,1,0,0,1,0
535,0,64.0,0,0,26.0,1,0,0,0,0
536,1,19.0,1,0,26.0,0,1,1,0,0
537,1,30.0,0,0,13.8625,0,1,0,1,0
538,0,33.0,1,1,20.525,0,0,0,0,0
539,1,8.0,1,1,36.75,0,1,0,0,0
540,1,17.0,0,2,110.8833,1,0,0,1,0
541,0,27.0,0,0,26.0,0,1,0,0,0
542,0,25.0,0,0,7.8292,0,0,0,0,1
543,1,22.0,0,0,7.225,0,0,0,1,0
544,1,22.0,0,0,7.775,0,0,1,0,0
545,0,62.0,0,0,26.55,1,0,0,0,0
546,1,48.0,1,0,39.6,1,0,1,1,0
547,0,42.0,0,0,227.525,1,0,0,1,0
548,1,39.0,1,1,79.65,1,0,1,0,0
549,1,36.0,1,0,17.4,0,0,1,0,0
550,0,25.0,0,0,7.75,0,0,0,0,1
551,0,40.0,0,0,7.8958,0,0,0,0,0
552,0,28.0,0,0,13.5,0,1,0,0,0
553,0,25.0,0,0,8.05,0,0,0,0,0
554,0,21.5,0,0,8.05,0,0,1,0,0
555,0,24.0,2,0,24.15,0,0,0,0,0
556,0,19.0,0,0,7.8958,0,0,0,0,0
557,0,29.0,0,4,21.075,0,0,1,0,0
558,0,25.0,0,0,7.2292,0,0,0,1,0
559,1,32.0,0,0,7.8542,0,0,0,0,0
560,1,62.0,0,0,10.5,0,1,0,0,0
561,1,53.0,2,0,51.4792,1,0,1,0,0
562,1,36.0,0,0,26.3875,1,0,0,0,0
563,1,21.5,0,0,7.75,0,0,1,0,1
564,0,16.0,0,0,8.05,0,0,0,0,0
565,0,19.0,0,0,14.5,0,0,0,0,0
566,1,34.0,0,0,13.0,0,1,1,0,0
567,1,39.0,1,0,55.9,1,0,1,0,0
568,0,21.5,1,0,14.4583,0,0,1,1,0
569,1,32.0,0,0,7.925,0,0,0,0,0
570,1,25.0,1,1,30.0,0,1,1,0,0
571,1,39.0,1,1,110.8833,1,0,1,1,0
572,0,54.0,0,0,26.0,0,1,0,0,0
573,0,36.0,0,0,40.125,1,0,0,1,0
574,0,25.0,0,0,8.7125,0,0,0,1,0
575,1,18.0,0,2,79.65,1,0,1,0,0
576,0,47.0,0,0,15.0,0,1,0,0,0
577,1,60.0,1,1,79.2,1,0,0,1,0
578,0,22.0,0,0,8.05,0,0,0,0,0
579,0,25.0,0,0,8.05,0,0,0,0,0
580,0,35.0,0,0,7.125,0,0,0,0,0
581,1,52.0,1,0,78.2667,1,0,1,1,0
582,0,47.0,0,0,7.25,0,0,0,0,0
583,0,21.5,0,2,7.75,0,0,1,0,1
584,0,37.0,1,0,26.0,0,1,0,0,0
585,0,36.0,1,1,24.15,0,0,0,0,0
586,1,28.0,0,0,33.0,0,1,1,0,0
587,0,25.0,0,0,7.225,0,0,0,1,0
588,1,49.0,1,0,56.9292,1,0,0,1,0
589,1,24.0,2,1,27.0,0,1,1,0,0
590,0,25.0,0,0,7.8958,0,0,0,0,0
591,0,42.0,0,0,42.4,1,0,0,0,0
592,0,44.0,0,0,8.05,0,0,0,0,0
593,1,35.0,0,0,26.55,1,0,0,1,0
594,0,36.0,1,0,15.55,0,0,0,0,0
595,0,30.0,0,0,7.8958,0,0,0,0,0
596,1,27.0,0,0,30.5,1,0,0,0,0
597,1,22.0,1,2,41.5792,0,1,1,1,0
598,1,40.0,0,0,153.4625,1,0,1,0,0
599,0,39.0,1,5,31.275,0,0,1,0,0
600,0,25.0,0,0,7.05,0,0,0,0,0
601,1,21.5,1,0,15.5,0,0,1,0,1
602,0,25.0,0,0,7.75,0,0,0,0,1
603,0,35.0,0,0,8.05,0,0,0,0,0
604,1,24.0,1,2,65.0,0,1,1,0,0
605,0,34.0,1,1,14.4,0,0,0,0,0
606,0,26.0,1,0,16.1,0,0,1,0,0
607,1,4.0,2,1,39.0,0,1,1,0,0
608,0,26.0,0,0,10.5,0,1,0,0,0
609,0,27.0,1,0,14.4542,0,0,0,1,0
610,1,42.0,1,0,52.5542,1,0,0,0,0
611,1,20.0,1,1,15.7417,0,0,0,1,0
612,0,21.0,0,0,7.8542,0,0,0,0,0
613,0,21.0,0,0,16.1,0,0,0,0,0
614,0,61.0,0,0,32.3208,1,0,0,0,0
615,0,57.0,0,0,12.35,0,1,0,0,1
616,1,21.0,0,0,77.9583,1,0,1,0,0
617,0,26.0,0,0,7.8958,0,0,0,0,0
618,0,25.0,0,0,7.7333,0,0,0,0,1
619,1,80.0,0,0,30.0,1,0,0,0,0
620,0,51.0,0,0,7.0542,0,0,0,0,0
621,1,32.0,0,0,30.5,1,0,0,1,0
622,0,9.0,3,2,27.9,0,0,1,0,0
623,1,28.0,0,0,13.0,0,1,1,0,0
624,0,32.0,0,0,7.925,0,0,0,0,0
625,0,31.0,1,1,26.25,0,1,0,0,0
626,0,41.0,0,5,39.6875,0,0,1,0,0
627,0,25.0,1,0,16.1,0,0,0,0,0
628,0,20.0,0,0,7.8542,0,0,0,0,0
629,1,24.0,0,0,69.3,1,0,1,1,0
630,0,2.0,3,2,27.9,0,0,1,0,0
631,1,25.0,0,0,56.4958,0,0,0,0,0
632,1,0.75,2,1,19.2583,0,0,1,1,0
633,1,48.0,1,0,76.7292,1,0,0,1,0
634,0,19.0,0,0,7.8958,0,0,0,0,0
635,1,56.0,0,0,35.5,1,0,0,1,0
636,0,25.0,0,0,7.55,0,0,0,0,0
637,1,23.0,0,0,7.55,0,0,1,0,0
638,0,25.0,0,0,7.8958,0,0,0,0,0
639,1,18.0,0,1,23.0,0,1,1,0,0
640,0,21.0,0,0,8.4333,0,0,0,0,0
641,1,21.5,0,0,7.8292,0,0,1,0,1
642,0,18.0,0,0,6.75,0,0,1,0,1
643,0,24.0,2,0,73.5,0,1,0,0,0
644,0,25.0,0,0,7.8958,0,0,0,0,0
645,0,32.0,1,1,15.5,0,0,1,0,1
646,0,23.0,0,0,13.0,0,1,0,0,0
647,0,58.0,0,2,113.275,1,0,0,1,0
648,1,50.0,2,0,133.65,1,0,0,0,0
649,0,40.0,0,0,7.225,0,0,0,1,0
650,0,47.0,0,0,25.5875,1,0,0,0,0
651,0,36.0,0,0,7.4958,0,0,0,0,0
652,1,20.0,1,0,7.925,0,0,0,0,0
653,0,32.0,2,0,73.5,0,1,0,0,0
654,0,25.0,0,0,13.0,0,1,0,0,0
655,0,25.0,0,0,7.775,0,0,0,0,0
656,0,43.0,0,0,8.05,0,0,0,0,0
657,1,35.0,1,0,52.0,1,0,1,0,0
658,1,40.0,1,1,39.0,0,1,1,0,0
659,0,31.0,1,0,52.0,1,0,0,0,0
660,0,70.0,0,0,10.5,0,1,0,0,0
661,1,31.0,0,0,13.0,0,1,0,0,0
662,0,18.0,0,0,7.775,0,0,0,0,0
663,0,24.5,0,0,8.05,0,0,0,0,0
664,1,18.0,0,0,9.8417,0,0,1,0,0
665,0,43.0,1,6,46.9,0,0,1,0,0
666,0,21.5,0,0,8.1375,0,0,1,0,1
667,1,27.0,0,0,76.7292,1,0,0,1,0
668,0,20.0,0,0,9.225,0,0,0,0,0
669,0,14.0,5,2,46.9,0,0,0,0,0
670,0,60.0,1,1,39.0,0,1,0,0,0
671,0,25.0,1,2,41.5792,0,1,0,1,0
672,0,14.0,4,1,39.6875,0,0,0,0,0
673,0,19.0,0,0,10.1708,0,0,0,0,0
674,0,18.0,0,0,7.7958,0,0,0,0,0
675,1,15.0,0,1,211.3375,1,0,1,0,0
676,1,31.0,1,0,57.0,1,0,0,0,0
677,1,4.0,0,1,13.4167,0,0,1,1,0
678,1,25.0,0,0,56.4958,0,0,0,0,0
679,0,25.0,0,0,7.225,0,0,0,1,0
680,0,60.0,0,0,26.55,1,0,0,0,0
681,0,52.0,0,0,13.5,0,1,0,0,0
682,0,44.0,0,0,8.05,0,0,0,0,0
683,1,21.5,0,0,7.7333,0,0,1,0,1
684,0,49.0,1,1,110.8833,1,0,0,1,0
685,0,42.0,0,0,7.65,0,0,0,0,0
686,1,18.0,1,0,227.525,1,0,1,1,0
687,1,35.0,0,0,26.2875,1,0,0,0,0
688,0,18.0,0,1,14.4542,0,0,1,1,0
689,0,25.0,0,0,7.7417,0,0,0,0,1
690,0,26.0,1,0,7.8542,0,0,0,0,0
691,0,39.0,0,0,26.0,0,1,0,0,0
692,1,45.0,0,0,13.5,0,1,1,0,0
693,1,42.0,0,0,26.2875,1,0,0,0,0
694,1,22.0,0,0,151.55,1,0,1,0,0
695,1,25.0,1,1,15.2458,0,0,0,1,0
696,1,24.0,0,0,49.5042,1,0,1,1,0
697,0,42.0,0,0,26.55,1,0,0,0,0
698,1,48.0,1,0,52.0,1,0,0,0,0
699,0,29.0,0,0,9.4833,0,0,0,0,0
700,0,52.0,0,0,13.0,0,1,0,0,0
701,0,19.0,0,0,7.65,0,0,0,0,0
702,1,38.0,0,0,227.525,1,0,1,1,0
703,1,27.0,0,0,10.5,0,1,1,0,0
704,0,25.0,0,0,15.5,0,0,0,0,1
705,0,33.0,0,0,7.775,0,0,0,0,0
706,1,6.0,0,1,33.0,0,1,1,0,0
707,0,17.0,1,0,7.0542,0,0,0,0,0
708,0,34.0,0,0,13.0,0,1,0,0,0
709,0,50.0,0,0,13.0,0,1,0,0,0
710,1,27.0,1,0,53.1,1,0,0,0,0
711,0,20.0,0,0,8.6625,0,0,0,0,0
712,1,30.0,3,0,21.0,0,1,1,0,0
713,1,21.5,0,0,7.7375,0,0,1,0,1
714,0,25.0,1,0,26.0,0,1,0,0,0
715,0,25.0,1,0,7.925,0,0,1,0,0
716,1,29.0,0,0,211.3375,1,0,1,0,0
717,0,11.0,0,0,18.7875,0,0,0,1,0
718,0,23.0,0,0,13.0,0,1,0,0,0
719,0,23.0,0,0,13.0,0,1,0,0,0
720,0,28.5,0,0,16.1,0,0,0,0,0
721,0,48.0,1,3,34.375,0,0,1,0,0
722,0,25.0,0,0,7.8958,0,0,0,0,0
723,0,25.0,0,0,7.8958,0,0,0,0,0
724,1,42.0,0,0,30.0,1,0,0,0,0
725,0,36.0,1,0,78.85,1,0,0,0,0
726,1,21.0,2,2,262.375,1,0,1,1,0
727,0,24.0,1,0,16.1,0,0,0,0,0
728,1,31.0,0,0,7.925,0,0,0,0,0
729,0,70.0,1,1,71.0,1,0,0,0,0
730,0,16.0,1,1,20.25,0,0,0,0,0
731,1,30.0,0,0,13.0,0,1,1,0,0
732,0,19.0,1,0,53.1,1,0,0,0,0
733,0,31.0,0,0,7.75,0,0,0,0,1
734,1,4.0,1,1,23.0,0,1,1,0,0
735,1,6.0,0,1,12.475,0,0,0,0,0
736,0,33.0,0,0,9.5,0,0,0,0,0
737,0,23.0,0,0,7.8958,0,0,0,0,0
738,1,48.0,1,2,65.0,0,1,1,0,0
739,1,0.67,1,1,14.5,0,1,0,0,0
740,0,28.0,0,0,7.7958,0,0,0,0,0
741,0,18.0,0,0,11.5,0,1,0,0,0
742,0,34.0,0,0,8.05,0,0,0,0,0
743,1,33.0,0,0,86.5,1,0,1,0,0
744,0,25.0,0,0,14.5,0,0,0,0,0
745,0,41.0,0,0,7.125,0,0,0,0,0
746,1,20.0,0,0,7.2292,0,0,0,1,0
747,1,36.0,1,2,120.0,1,0,1,0,0
748,0,16.0,0,0,7.775,0,0,0,0,0
749,1,51.0,1,0,77.9583,1,0,1,0,0
750,0,42.0,0,0,39.6,1,0,0,1,0
751,0,30.5,0,0,7.75,0,0,1,0,1
752,0,25.0,1,0,24.15,0,0,0,0,1
753,0,32.0,0,0,8.3625,0,0,0,0,0
754,0,24.0,0,0,9.5,0,0,0,0,0
755,0,48.0,0,0,7.8542,0,0,0,0,0
756,0,57.0,0,0,10.5,0,1,1,0,0
757,0,25.0,0,0,7.225,0,0,0,1,0
758,1,54.0,1,3,23.0,0,1,1,0,0
759,0,18.0,0,0,7.75,0,0,0,0,0
760,0,25.0,0,0,7.75,0,0,0,0,1
761,1,5.0,0,0,12.475,0,0,1,0,0
762,0,25.0,0,0,7.7375,0,0,0,0,1
763,1,43.0,0,1,211.3375,1,0,1,0,0
764,1,13.0,0,0,7.2292,0,0,1,1,0
765,1,17.0,1,0,57.0,1,0,1,0,0
766,0,29.0,0,0,30.0,1,0,0,0,0
767,0,25.0,1,2,23.45,0,0,0,0,0
768,0,25.0,0,0,7.05,0,0,0,0,0
769,0,25.0,0,0,7.25,0,0,0,0,0
770,1,18.0,0,0,7.4958,0,0,1,0,0
771,0,8.0,4,1,29.125,0,0,0,0,1
772,1,1.0,1,2,20.575,0,0,0,0,0
773,0,46.0,0,0,79.2,1,0,0,1,0
774,0,25.0,0,0,7.75,0,0,0,0,1
775,0,16.0,0,0,26.0,0,1,0,0,0
776,0,21.5,8,2,69.55,0,0,1,0,0
777,0,42.0,0,0,30.6958,1,0,0,1,0
778,0,25.0,0,0,7.8958,0,0,0,0,0
779,0,39.0,0,0,13.0,0,1,0,0,0
780,1,49.0,0,0,25.9292,1,0,1,0,0
781,1,31.0,0,0,8.6833,0,0,1,0,0
782,0,30.0,0,0,7.2292,0,0,0,1,0
783,0,30.0,1,1,24.15,0,0,1,0,0
784,0,34.0,0,0,13.0,0,1,0,0,0
785,1,31.0,1,1,26.25,0,1,1,0,0
786,1,11.0,1,2,120.0,1,0,0,0,0
787,1,0.42,0,1,8.5167,0,0,0,1,0
788,1,27.0,0,0,6.975,0,0,0,0,0
789,0,31.0,0,0,7.775,0,0,0,0,0
790,0,18.0,0,0,7.775,0,0,1,0,0
791,0,39.0,0,0,13.0,0,1,0,0,0
792,1,33.0,1,0,53.1,1,0,1,0,0
793,0,26.0,0,0,7.8875,0,0,0,0,0
794,0,39.0,0,0,24.15,0,0,0,0,0
795,0,35.0,0,0,10.5,0,1,0,0,0
796,0,6.0,4,2,31.275,0,0,1,0,0
797,0,30.5,0,0,8.05,0,0,0,0,0
798,0,23.0,0,0,7.925,0,0,1,0,0
799,0,31.0,1,1,37.0042,0,1,0,1,0
800,0,43.0,0,0,6.45,0,0,0,0,0
801,0,10.0,3,2,27.9,0,0,0,0,0
802,1,52.0,1,1,93.5,1,0,1,0,0
803,1,27.0,0,0,8.6625,0,0,0,0,0
804,1,27.0,0,1,12.475,0,0,1,0,0
805,0,2.0,4,1,39.6875,0,0,0,0,0
806,0,25.0,0,0,6.95,0,0,0,0,1
807,0,25.0,0,0,56.4958,0,0,0,0,0
808,1,1.0,0,2,37.0042,0,1,0,1,0
809,1,25.0,0,0,7.75,0,0,0,0,1
810,1,62.0,0,0,80.0,1,0,1,1,0
811,1,15.0,1,0,14.4542,0,0,1,1,0
812,1,0.83,1,1,18.75,0,1,0,0,0
813,0,25.0,0,0,7.2292,0,0,0,1,0
814,0,23.0,0,0,7.8542,0,0,0,0,0
815,0,18.0,0,0,8.3,0,0,0,0,0
816,1,39.0,1,1,83.1583,1,0,1,1,0
817,0,21.0,0,0,8.6625,0,0,0,0,0
818,0,25.0,0,0,8.05,0,0,0,0,0
819,1,32.0,0,0,56.4958,0,0,0,0,0
820,1,42.0,0,0,29.7,1,0,0,1,0
821,0,20.0,0,0,7.925,0,0,0,0,0
822,0,16.0,0,0,10.5,0,1,0,0,0
823,1,30.0,0,0,31.0,1,0,1,1,0
824,0,34.5,0,0,6.4375,0,0,0,1,0
825,0,17.0,0,0,8.6625,0,0,0,0,0
826,0,42.0,0,0,7.55,0,0,0,0,0
827,0,25.0,8,2,69.55,0,0,0,0,0
828,0,35.0,0,0,7.8958,0,0,0,1,0
829,0,28.0,0,1,33.0,0,1,0,0,0
830,1,35.0,1,0,89.1042,1,0,1,1,0
831,0,4.0,4,2,31.275,0,0,0,0,0
832,0,74.0,0,0,7.775,0,0,0,0,0
833,0,9.0,1,1,15.2458,0,0,1,1,0
834,1,16.0,0,1,39.4,1,0,1,0,0
835,0,44.0,1,0,26.0,0,1,1,0,0
836,1,18.0,0,1,9.35,0,0,1,0,0
837,1,45.0,1,1,164.8667,1,0,1,0,0
838,1,51.0,0,0,26.55,1,0,0,0,0
839,1,24.0,0,3,19.2583,0,0,1,1,0
840,0,25.0,0,0,7.2292,0,0,0,1,0
841,0,41.0,2,0,14.1083,0,0,0,0,0
842,0,21.0,1,0,11.5,0,1,0,0,0
843,1,48.0,0,0,25.9292,1,0,1,0,0
844,0,21.5,8,2,69.55,0,0,1,0,0
845,0,24.0,0,0,13.0,0,1,0,0,0
846,1,42.0,0,0,13.0,0,1,1,0,0
847,1,27.0,1,0,13.8583,0,1,1,1,0
848,0,31.0,0,0,50.4958,1,0,0,0,0
849,0,25.0,0,0,9.5,0,0,0,0,0
850,1,4.0,1,1,11.1333,0,0,0,0,0
851,0,26.0,0,0,7.8958,0,0,0,0,0
852,1,47.0,1,1,52.5542,1,0,1,0,0
853,0,33.0,0,0,5.0,1,0,0,0,0
854,0,47.0,0,0,9.0,0,0,0,0,0
855,1,28.0,1,0,24.0,0,1,1,1,0
856,1,15.0,0,0,7.225,0,0,1,1,0
857,0,20.0,0,0,9.8458,0,0,0,0,0
858,0,19.0,0,0,7.8958,0,0,0,0,0
859,0,25.0,0,0,7.8958,0,0,0,0,0
860,1,56.0,0,1,83.1583,1,0,1,1,0
861,1,25.0,0,1,26.0,0,1,1,0,0
862,0,33.0,0,0,7.8958,0,0,0,0,0
863,0,22.0,0,0,10.5167,0,0,1,0,0
864,0,28.0,0,0,10.5,0,1,0,0,0
865,0,25.0,0,0,7.05,0,0,0,0,0
866,0,39.0,0,5,29.125,0,0,1,0,1
867,0,27.0,0,0,13.0,0,1,0,0,0
868,1,19.0,0,0,30.0,1,0,1,0,0
869,0,21.5,1,2,23.45,0,0,1,0,0
870,1,26.0,0,0,30.0,1,0,0,1,0
871,0,32.0,0,0,7.75,0,0,0,0,1
